14	0217wat	water	0	1	3	0	water	-6.31	abs	1	1	1	1	1	1	1	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
15	0217wat	water	0	1	3	0	hexadecane	-0.35	abs	1.4345	0	0	38.9337	0	0	0	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
16	0217wat	water	0	1	3	0	cyclohexane	-0.39	abs	1.4266	0	0	35.4794	0	0	0	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
17	0217wat	water	0	1	3	0	benzene	-1.71	abs	1.5011	0	0.14	40.6178	1	0	0.0196	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
18	0217wat	water	0	1	3	0	toluene	-1.69	abs	1.4961	0	0.14	40.2003	0.734449	0	0.0196	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
19	0217wat	water	0	1	3	0	ethylbenzene	-1.51	abs	1.4959	0	0.15	41.3806	0.5625	0	0.0225	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
20	0217wat	water	0	1	3	0	isopropylbenzene	-1.41	abs	1.4915	0	0.16	39.8501	0.444889	0	0.0256	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
21	0217wat	water	0	1	3	0	xylene	-1.56	abs	1.4995	0	0.16	41.3758	0.5625	0	0.0256	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
22	0217wat	water	0	1	3	0	tetralin	0.07	abs	1.5413	0	0.19	47.7424	0.36	0	0.0361	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
23	0217wat	water	0	1	3	0	secbutanol	-5.71	abs	1.3978	0.33	0.56	32.4424	0	0	0.3136	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
24	0217wat	water	0	1	3	0	octanol	-4.43	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
25	0217wat	water	0	1	3	0	ethylacetate	-4.26	abs	1.3723	0	0.45	33.6658	0	0	0.2025	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
26	0217wat	water	0	1	3	0	butylacetate	-4.13	abs	1.3941	0	0.45	35.8104	0	0	0.2025	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
27	0217wat	water	0	1	3	0	diisopropylether	-3.58	abs	1.3679	0	0.41	24.8571	0	0	0.1681	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
28	0217wat	water	0	1	3	0	diethylether	-3.85	abs	1.3526	0	0.41	23.9648	0	0	0.1681	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
29	0217wat	water	0	1	3	0	methylenechloride	-2.63	abs	1.4242	0.1	0.05	39.1496	0	0.444889	0.0025	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
30	0217wat	water	0	1	3	0	chloroform	-2.05	abs	1.4459	0.15	0.02	38.3868	0	0.5625	0.0004	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
31	0217wat	water	0	1	3	0	carbontet	-0.85	abs	1.4601	0	0	38.0414	0	0.64	0	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
32	0217wat	water	0	1	3	0	tributylphosphate	-4.69	abs	1.4224	0	1.21	27.55	0	0	1.4641	29.944	0	0	0	0	26.208	21.164	14.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.152
33	c000	water dimer	0	1	4	0	water	-11.27	abs	1	1	1	1	1	1	1	50.393	0	0	0	0	44.119	35.963	25.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.512
34	0001met	methane	0	2	1	1	water	2.00	abs	1	1	1	1	1	1	1	52.472	18.04	35.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.511
35	0001met	methane	0	2	1	1	hexadecane	0.45	abs	1.4345	0	0	38.9337	0	0	0	52.472	18.04	35.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.511
36	0001met	methane	0	2	1	1	octanol	0.51	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	52.472	18.04	35.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.511
37	0002eth	ethane	0	2	1	1	water	1.83	abs	1	1	1	1	1	1	1	77.809	20.238	52.197	12.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.047
38	0002eth	ethane	0	2	1	1	hexadecane	-0.67	abs	1.4345	0	0	38.9337	0	0	0	77.809	20.238	52.197	12.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.047
39	0002eth	ethane	0	2	1	1	octanol	-0.64	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	77.809	20.238	52.197	12.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.047
40	0003pro	n-propane	0	2	1	1	water	1.96	abs	1	1	1	1	1	1	1	100.286	22.622	67.242	16.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.908
41	0003pro	n-propane	0	2	1	1	hexadecane	-1.43	abs	1.4345	0	0	38.9337	0	0	0	100.286	22.622	67.242	16.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.908
42	0003pro	n-propane	0	2	1	1	cyclohexane	-2.09	abs	1.4266	0	0	35.4794	0	0	0	100.286	22.622	67.242	16.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.908
43	0003pro	n-propane	0	2	1	1	octanol	-1.26	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	100.286	22.622	67.242	16.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.908
44	0004nbu	n-butane	0	2	1	1	water	2.08	abs	1	1	1	1	1	1	1	122.193	25.361	81.907	19.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.554
45	0004nbu	n-butane	0	2	1	1	hexadecane	-2.20	abs	1.4345	0	0	38.9337	0	0	0	122.193	25.361	81.907	19.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.554
46	0004nbu	n-butane	0	2	1	1	cyclohexane	-2.86	abs	1.4266	0	0	35.4794	0	0	0	122.193	25.361	81.907	19.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.554
47	0004nbu	n-butane	0	2	1	1	octanol	-1.86	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	122.193	25.361	81.907	19.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.554
48	0005npe	n-pentane	0	2	1	1	water	2.33	abs	1	1	1	1	1	1	1	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
49	0005npe	n-pentane	0	2	1	1	pentane	-3.35	abs	1.3575	0	0	22.2951	0	0	0	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
50	0005npe	n-pentane	0	2	1	1	hexadecane	-2.95	abs	1.4345	0	0	38.9337	0	0	0	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
51	0005npe	n-pentane	0	2	1	1	isooctane	-3.21	abs	1.3915	0	0	26.3828	0	0	0	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
52	0005npe	n-pentane	0	2	1	1	cyclohexane	-3.50	abs	1.4266	0	0	35.4794	0	0	0	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
53	0005npe	n-pentane	0	2	1	1	benzene	-2.99	abs	1.5011	0	0.14	40.6178	1	0	0.0196	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
54	0005npe	n-pentane	0	2	1	1	octanol	-2.45	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
55	0005npe	n-pentane	0	2	1	1	hexadecyliodide	-2.59	abs	1.4806	0	0.15	46.4758	0	0	0.0225	144.054	28.074	96.545	23.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.128
56	0006nhe	n-hexane	0	2	1	1	water	2.49	abs	1	1	1	1	1	1	1	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
57	0006nhe	n-hexane	0	2	1	1	hexane	-4.00	abs	1.3749	0	0	25.7495	0	0	0	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
58	0006nhe	n-hexane	0	2	1	1	hexadecane	-3.64	abs	1.4345	0	0	38.9337	0	0	0	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
59	0006nhe	n-hexane	0	2	1	1	isooctane	-3.08	abs	1.3915	0	0	26.3828	0	0	0	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
60	0006nhe	n-hexane	0	2	1	1	benzene	-3.62	abs	1.5011	0	0.14	40.6178	1	0	0.0196	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
61	0006nhe	n-hexane	0	2	1	1	octanol	-3.01	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
62	0006nhe	n-hexane	0	2	1	1	hexadecyliodide	-3.26	abs	1.4806	0	0.15	46.4758	0	0	0.0225	165.97	30.786	111.217	26.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.756
63	0007nhe	n-heptane	0	2	1	1	water	2.62	abs	1	1	1	1	1	1	1	187.842	33.523	125.862	29.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.366
64	0007nhe	n-heptane	0	2	1	1	heptane	-4.65	abs	1.3878	0	0	28.2827	0	0	0	187.842	33.523	125.862	29.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.366
65	0007nhe	n-heptane	0	2	1	1	hexadecane	-4.33	abs	1.4345	0	0	38.9337	0	0	0	187.842	33.523	125.862	29.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.366
66	0007nhe	n-heptane	0	2	1	1	octanol	-3.74	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	187.842	33.523	125.862	29.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.366
67	0007nhe	n-heptane	0	2	1	1	hexadecyliodide	-3.90	abs	1.4806	0	0.15	46.4758	0	0	0.0225	187.842	33.523	125.862	29.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.366
68	0008noc	n-octane	0	2	1	1	water	2.89	abs	1	1	1	1	1	1	1	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
69	0008noc	n-octane	0	2	1	1	hexane	-5.46	abs	1.3749	0	0	25.7495	0	0	0	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
70	0008noc	n-octane	0	2	1	1	octane	-5.28	abs	1.3974	0	0	30.4273	0	0	0	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
71	0008noc	n-octane	0	2	1	1	decane	-5.18	abs	1.4102	0	0	33.637	0	0	0	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
72	0008noc	n-octane	0	2	1	1	hexadecane	-5.02	abs	1.4345	0	0	38.9337	0	0	0	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
73	0008noc	n-octane	0	2	1	1	isooctane	-5.44	abs	1.3915	0	0	26.3828	0	0	0	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
74	0008noc	n-octane	0	2	1	1	cyclohexane	-5.63	abs	1.4266	0	0	35.4794	0	0	0	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
75	0008noc	n-octane	0	2	1	1	benzene	-5.35	abs	1.5011	0	0.14	40.6178	1	0	0.0196	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
76	0008noc	n-octane	0	2	1	1	toluene	-5.38	abs	1.4961	0	0.14	40.2003	0.734449	0	0.0196	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
77	0008noc	n-octane	0	2	1	1	xylene	-5.29	abs	1.4995	0	0.16	41.3758	0.5625	0	0.0256	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
78	0008noc	n-octane	0	2	1	1	ethanol	-4.23	abs	1.3611	0.37	0.48	31.622	0	0	0.2304	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
79	0008noc	n-octane	0	2	1	1	propanol	-4.39	abs	1.385	0.37	0.48	33.5651	0	0	0.2304	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
80	0008noc	n-octane	0	2	1	1	isopropanol	-4.50	abs	1.3776	0.33	0.56	30.1251	0	0	0.3136	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
81	0008noc	n-octane	0	2	1	1	butanol	-4.45	abs	1.3993	0.37	0.48	35.8824	0	0	0.2304	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
82	0008noc	n-octane	0	2	1	1	octanol	-4.18	abs	1.4295	0.37	0.48	39.0057	0	0	0.2304	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
83	0008noc	n-octane	0	2	1	1	benzylalcohol	-3.77	abs	1.5396	0.33	0.56	52.9557	0.5625	0	0.3136	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
84	0008noc	n-octane	0	2	1	1	mcresol	-4.02	abs	1.5438	0.57	0.34	51.3695	0.5625	0	0.1156	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
85	0008noc	n-octane	0	2	1	1	butanone	-4.64	abs	1.3788	0	0.51	34.5006	0	0	0.2601	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
86	0008noc	n-octane	0	2	1	1	cyclohexanone	-4.57	abs	1.4507	0	0.56	49.7575	0	0	0.3136	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
87	0008noc	n-octane	0	2	1	1	acetophenone	-4.24	abs	1.5372	0	0.48	56.1912	0.444889	0	0.2304	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
88	0008noc	n-octane	0	2	1	1	ethylacetate	-4.72	abs	1.3723	0	0.45	33.6658	0	0	0.2025	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
89	0008noc	n-octane	0	2	1	1	dibutylether	-5.24	abs	1.3992	0	0.45	35.9831	0	0	0.2025	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
90	0008noc	n-octane	0	2	1	1	tetrahydrofuran	-5.39	abs	1.405	0	0.48	39.4375	0	0	0.2304	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
91	0008noc	n-octane	0	2	1	1	diisopropylether	-5.38	abs	1.3679	0	0.41	24.8571	0	0	0.1681	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
92	0008noc	n-octane	0	2	1	1	diethylether	-5.62	abs	1.3526	0	0.41	23.9648	0	0	0.1681	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
93	0008noc	n-octane	0	2	1	1	anisole	-4.62	abs	1.5174	0	0.29	50.5203	0.5625	0	0.0841	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
94	0008noc	n-octane	0	2	1	1	ethoxybenzene	-4.75	abs	1.5076	0	0.32	46.6485	0.444889	0	0.1024	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
95	0008noc	n-octane	0	2	1	1	phenylether	-4.38	abs	1.5787	0	0.2	38.5019	0.851929	0	0.04	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
96	0008noc	n-octane	0	2	1	1	triethylamine	-5.62	abs	1.401	0	0.79	29.1032	0	0	0.6241	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
97	0008noc	n-octane	0	2	1	1	aniline	-3.48	abs	1.5863	0.26	0.41	60.6244	0.734449	0	0.1681	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
98	0008noc	n-octane	0	2	1	1	pyridine	-4.50	abs	1.5095	0	0.52	52.6217	0.693889	0	0.2704	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
99	0008noc	n-octane	0	2	1	1	2methylpyridine	-4.73	abs	1.4957	0	0.58	47.4977	0.509796	0	0.3364	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
100	0008noc	n-octane	0	2	1	1	dimethylpyridine	-4.88	abs	1.4953	0	0.63	44.6371	0.390625	0	0.3969	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
101	0008noc	n-octane	0	2	1	1	acetonitrile	-3.57	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
102	0008noc	n-octane	0	2	1	1	benzonitrile	-4.34	abs	1.5289	0	0.33	55.8314	0.5625	0	0.1089	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
103	0008noc	n-octane	0	2	1	1	nitromethane	-3.15	abs	1.3817	0.06	0.31	52.5785	0	0	0.0961	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
104	0008noc	n-octane	0	2	1	1	nitroethane	-3.89	abs	1.3917	0.02	0.33	46.2455	0	0	0.1089	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
105	0008noc	n-octane	0	2	1	1	dimethylformamide	-3.77	abs	1.4305	0	0.74	49.5627	0	0	0.5476	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
106	0008noc	n-octane	0	2	1	1	dimethylacetamide	-3.94	abs	1.438	0	0.78	47.6242	0	0	0.6084	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
107	0008noc	n-octane	0	2	1	1	methylenechloride	-5.18	abs	1.4242	0.1	0.05	39.1496	0	0.444889	0.0025	209.755	36.233	140.531	33.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.988
